BdiBd21-3.1G0000200.1	Bradi1g00200
BdiBd21-3.4G0117900.1	Bradi4g08567
BdiBd21-3.4G0118000.1	Bradi4g08587
BdiBd21-3.4G0118000.2	Bradi4g08587
BdiBd21-3.4G0118100.1	Bradi4g08597
BdiBd21-3.4G0118200.1	Bradi4g08607
BdiBd21-3.4G0118300.1	Bradi4g08620
BdiBd21-3.4G0118400.1	Bradi4g08625
BdiBd21-3.4G0118500.1	Bradi4g08630
BdiBd21-3.4G0118600.1	Bradi4g08640
BdiBd21-3.4G0118600.2	Bradi4g08640
BdiBd21-3.4G0118700.1	Bradi4g08647
BdiBd21-3.4G0118800.1	Bradi4g08660
BdiBd21-3.4G0118900.1	Bradi4g08667
BdiBd21-3.4G0119000.1	Bradi4g08680
BdiBd21-3.4G0119000.2	Bradi4g08680
BdiBd21-3.4G0119100.1	Bradi4g08690
BdiBd21-3.4G0119200.1	Bradi4g08696
BdiBd21-3.4G0119300.1	Bradi4g08700
BdiBd21-3.4G0119400.1	Bradi4g08712
BdiBd21-3.4G0119500.1	Bradi4g08720
BdiBd21-3.4G0119500.2	Bradi4g08720
BdiBd21-3.4G0119700.1	Bradi4g08727
BdiBd21-3.4G0119800.1	Bradi4g08732
BdiBd21-3.4G0119900.1	Bradi4g08741
BdiBd21-3.4G0120000.1	Bradi4g08750
BdiBd21-3.4G0120000.2	Bradi4g08750
BdiBd21-3.4G0120000.3	Bradi4g08750
BdiBd21-3.4G0120000.4	Bradi4g08750
BdiBd21-3.4G0120000.5	Bradi4g08750
BdiBd21-3.4G0120200.1	Bradi4g08760
BdiBd21-3.4G0120300.1	Bradi4g08770
BdiBd21-3.4G0120500.1	Bradi4g08780
BdiBd21-3.4G0120500.2	Bradi4g08780
BdiBd21-3.4G0120600.1	Bradi4g08790
BdiBd21-3.4G0120600.2	Bradi4g08790
BdiBd21-3.4G0120700.1	Bradi4g08795
BdiBd21-3.4G0120800.1	Bradi4g08800
BdiBd21-3.4G0120900.1	Bradi4g08810
BdiBd21-3.4G0121000.1	Bradi4g08815
BdiBd21-3.4G0121100.1	Bradi4g08820
BdiBd21-3.4G0121300.1	Bradi4g08821
BdiBd21-3.4G0121400.1	Bradi4g08822
BdiBd21-3.4G0121500.1	Bradi4g08824
BdiBd21-3.4G0121600.1	Bradi4g08825
BdiBd21-3.4G0121800.1	Bradi4g08830
BdiBd21-3.4G0121900.1	Bradi4g08840
BdiBd21-3.4G0121900.2	Bradi4g08840
BdiBd21-3.4G0122000.1	Bradi4g08851
BdiBd21-3.4G0122100.1	Bradi4g08860
BdiBd21-3.4G0122200.1	Bradi4g08870
BdiBd21-3.4G0122300.1	Bradi4g08880
BdiBd21-3.4G0122300.2	Bradi4g08880
BdiBd21-3.4G0122600.1	Bradi4g08887
BdiBd21-3.4G0122600.2	Bradi4g08887
BdiBd21-3.4G0122600.3	Bradi4g08887
BdiBd21-3.4G0122700.1	Bradi4g08900
BdiBd21-3.4G0122800.1	Bradi4g08907
BdiBd21-3.4G0122800.2	Bradi4g08907
BdiBd21-3.4G0122900.1	Bradi4g08917
BdiBd21-3.4G0122900.2	Bradi4g08917
BdiBd21-3.4G0122900.3	Bradi4g08917
BdiBd21-3.4G0122900.4	Bradi4g08917
BdiBd21-3.4G0122900.5	Bradi4g08917
BdiBd21-3.4G0122900.6	Bradi4g08917
BdiBd21-3.4G0122900.7	Bradi4g08917
BdiBd21-3.4G0122900.8	Bradi4g08917
BdiBd21-3.4G0123100.1	Bradi4g08930
BdiBd21-3.4G0123400.1	Bradi4g08942
BdiBd21-3.4G0123400.2	Bradi4g08942
BdiBd21-3.4G0123500.1	Bradi4g08950
BdiBd21-3.4G0123500.2	Bradi4g08950
BdiBd21-3.4G0123600.1	Bradi4g08970
BdiBd21-3.4G0123700.1	Bradi4g08979
BdiBd21-3.4G0123800.1	Bradi4g08988
BdiBd21-3.4G0123900.1	Bradi4g08997
BdiBd21-3.4G0124000.1	Bradi4g09007
BdiBd21-3.4G0124100.1	Bradi4g09013
BdiBd21-3.4G0124300.1	Bradi4g09019
BdiBd21-3.4G0124400.1	Bradi4g09025
BdiBd21-3.4G0124500.1	Bradi4g09031
BdiBd21-3.4G0124600.1	Bradi4g09040
BdiBd21-3.4G0124700.1	Bradi4g09050
BdiBd21-3.4G0124700.2	Bradi4g09050
BdiBd21-3.4G0124800.1	Bradi4g09060
BdiBd21-3.4G0124800.2	Bradi4g09060
BdiBd21-3.4G0124900.1	Bradi4g09070
BdiBd21-3.4G0124900.2	Bradi4g09070
BdiBd21-3.4G0124900.3	Bradi4g09070
BdiBd21-3.4G0124900.4	Bradi4g09070
BdiBd21-3.4G0124900.5	Bradi4g09070
BdiBd21-3.4G0125000.1	Bradi4g09080
BdiBd21-3.4G0125100.1	Bradi4g09090
BdiBd21-3.4G0125200.1	Bradi4g09100
BdiBd21-3.4G0125300.1	Bradi4g09110
BdiBd21-3.4G0125400.1	Bradi4g09115
BdiBd21-3.4G0125500.1	Bradi4g09120
BdiBd21-3.4G0125600.1	Bradi4g09125
BdiBd21-3.4G0125600.2	Bradi4g09125
BdiBd21-3.4G0125600.3	Bradi4g09125
BdiBd21-3.4G0125600.4	Bradi4g09125
BdiBd21-3.4G0125700.1	Bradi4g09130
BdiBd21-3.4G0125800.1	Bradi4g09132
BdiBd21-3.4G0125800.2	Bradi4g09132
BdiBd21-3.4G0125800.3	Bradi4g09132
BdiBd21-3.4G0125800.4	Bradi4g09132
BdiBd21-3.4G0125800.5	Bradi4g09132
BdiBd21-3.4G0125900.1	Bradi4g09134
BdiBd21-3.4G0126000.1	Bradi4g09136
BdiBd21-3.4G0126100.1	Bradi4g09138
BdiBd21-3.4G0126200.1	Bradi4g09141
BdiBd21-3.4G0126300.1	Bradi4g09142
BdiBd21-3.4G0126400.1	Bradi4g09144
BdiBd21-3.4G0126500.1	Bradi4g09146
BdiBd21-3.4G0126600.1	Bradi4g09148
BdiBd21-3.4G0126700.1	Bradi4g09155
BdiBd21-3.4G0126800.1	Bradi4g09156
BdiBd21-3.4G0127100.1	Bradi4g09170
BdiBd21-3.4G0127200.1	Bradi4g09175
BdiBd21-3.4G0127300.1	Bradi4g09180
BdiBd21-3.4G0127400.1	Bradi4g09190
BdiBd21-3.4G0127500.1	Bradi4g09196
BdiBd21-3.4G0127600.1	Bradi4g09202
BdiBd21-3.4G0127700.1	Bradi4g09210
BdiBd21-3.4G0127800.1	Bradi4g09220
BdiBd21-3.4G0127900.1	Bradi4g09225
BdiBd21-3.4G0128000.1	Bradi4g09230
BdiBd21-3.4G0128000.2	Bradi4g09230
BdiBd21-3.4G0128100.1	Bradi4g09232
BdiBd21-3.4G0128300.1	Bradi4g09235
BdiBd21-3.4G0128400.1	Bradi4g09236
BdiBd21-3.4G0128500.1	Bradi4g09237
BdiBd21-3.4G0128600.1	Bradi4g09238
BdiBd21-3.4G0128700.1	Bradi4g09239
BdiBd21-3.4G0128800.1	Bradi4g09240
BdiBd21-3.4G0128800.10	Bradi4g09240
BdiBd21-3.4G0128800.11	Bradi4g09240
BdiBd21-3.4G0128800.12	Bradi4g09240
BdiBd21-3.4G0128800.13	Bradi4g09240
BdiBd21-3.4G0128800.14	Bradi4g09240
BdiBd21-3.4G0128800.15	Bradi4g09240
BdiBd21-3.4G0128800.16	Bradi4g09240
BdiBd21-3.4G0128800.2	Bradi4g09240
BdiBd21-3.4G0128800.3	Bradi4g09240
BdiBd21-3.4G0128800.4	Bradi4g09240
BdiBd21-3.4G0128800.5	Bradi4g09240
BdiBd21-3.4G0128800.6	Bradi4g09240
BdiBd21-3.4G0128800.7	Bradi4g09240
BdiBd21-3.4G0128800.8	Bradi4g09240
BdiBd21-3.4G0128800.9	Bradi4g09240
BdiBd21-3.4G0129400.1	Bradi4g09247
BdiBd21-3.4G0130200.1	Bradi4g09257
BdiBd21-3.4G0130300.1	Bradi4g09260
BdiBd21-3.4G0131000.1	Bradi4g09306
BdiBd21-3.4G0131100.1	Bradi4g09312
BdiBd21-3.4G0131200.1	Bradi4g09320
BdiBd21-3.4G0131200.2	Bradi4g09320
BdiBd21-3.4G0131300.1	Bradi4g09330
BdiBd21-3.4G0131400.1	Bradi4g09340
BdiBd21-3.4G0131600.1	Bradi4g09360
BdiBd21-3.4G0131700.1	Bradi4g09365
BdiBd21-3.4G0131800.1	Bradi4g09370
BdiBd21-3.4G0131900.1	Bradi4g09380
BdiBd21-3.4G0132000.1	Bradi4g09390
BdiBd21-3.4G0132100.1	Bradi4g09410
BdiBd21-3.4G0132200.1	Bradi4g09417
BdiBd21-3.4G0132300.1	Bradi4g09430
BdiBd21-3.4G0132400.1	Bradi4g09437
BdiBd21-3.4G0132800.1	Bradi4g09481
BdiBd21-3.4G0132800.2	Bradi4g09481
BdiBd21-3.4G0132800.3	Bradi4g09481
BdiBd21-3.4G0132800.4	Bradi4g09481
BdiBd21-3.4G0132800.5	Bradi4g09481
BdiBd21-3.4G0132900.1	Bradi4g09490
BdiBd21-3.4G0133100.1	Bradi4g09610
BdiBd21-3.4G0133200.1	Bradi4g09631
BdiBd21-3.4G0133600.1	Bradi4g09644
BdiBd21-3.4G0133900.1	Bradi4g09648
BdiBd21-3.4G0134000.1	Bradi4g09656
BdiBd21-3.4G0134100.1	Bradi4g09680
BdiBd21-3.4G0134200.1	Bradi4g09690
BdiBd21-3.4G0134300.1	Bradi4g09705
BdiBd21-3.4G0134400.1	Bradi4g09720
BdiBd21-3.4G0134700.1	Bradi4g09727
BdiBd21-3.4G0134700.2	Bradi4g09727
BdiBd21-3.4G0134800.1	Bradi4g09740
BdiBd21-3.4G0135000.1	Bradi4g09750
BdiBd21-3.4G0135100.1	Bradi4g09755
BdiBd21-3.4G0135200.1	Bradi4g09760
BdiBd21-3.4G0135300.1	Bradi4g09765
BdiBd21-3.4G0135400.1	Bradi4g09770
BdiBd21-3.4G0135500.1	Bradi4g09776
BdiBd21-3.4G0135600.1	Bradi4g09782
BdiBd21-3.4G0135700.1	Bradi4g09788
BdiBd21-3.4G0135900.1	Bradi4g09794
BdiBd21-3.4G0136000.1	Bradi4g09801
BdiBd21-3.4G0136100.1	Bradi4g09810
BdiBd21-3.4G0136200.1	Bradi4g09811
BdiBd21-3.4G0136300.1	Bradi4g09812
BdiBd21-3.4G0136400.1	Bradi4g09813
BdiBd21-3.4G0136600.1	Bradi4g09817
BdiBd21-3.4G0136700.1	Bradi4g09822
BdiBd21-3.4G0136900.1	Bradi4g09827
BdiBd21-3.4G0137200.1	Bradi4g09840
BdiBd21-3.4G0137300.1	Bradi4g09843
BdiBd21-3.4G0137500.1	Bradi4g09850
BdiBd21-3.4G0137600.1	Bradi4g09860
BdiBd21-3.4G0138500.1	Bradi4g09880
BdiBd21-3.4G0138800.1	Bradi4g09892
BdiBd21-3.4G0138900.1	Bradi4g09900
BdiBd21-3.4G0139000.1	Bradi4g09910
BdiBd21-3.4G0139100.1	Bradi4g09920
BdiBd21-3.4G0139100.2	Bradi4g09920
BdiBd21-3.4G0139200.1	Bradi4g09930
BdiBd21-3.4G0139300.1	Bradi4g09936
BdiBd21-3.4G0139400.1	Bradi4g09940
BdiBd21-3.4G0139400.2	Bradi4g09940
BdiBd21-3.4G0139500.1	Bradi4g09943
BdiBd21-3.4G0139600.1	Bradi4g09946
BdiBd21-3.4G0139700.1	Bradi4g09948
BdiBd21-3.4G0139700.2	Bradi4g09948
BdiBd21-3.4G0140200.1	Bradi4g09970
BdiBd21-3.4G0140700.1	Bradi4g09976
BdiBd21-3.4G0140700.2	Bradi4g09976
BdiBd21-3.4G0140800.1	Bradi4g09982
BdiBd21-3.4G0140900.1	Bradi4g09990
BdiBd21-3.4G0140900.2	Bradi4g09990
BdiBd21-3.4G0140900.3	Bradi4g09990
BdiBd21-3.4G0141000.1	Bradi4g09997
BdiBd21-3.4G0141100.1	Bradi4g10003
BdiBd21-3.4G0141200.1	Bradi4g10008
BdiBd21-3.4G0141300.1	Bradi4g10013
BdiBd21-3.4G0141600.1	Bradi4g10017
BdiBd21-3.4G0141700.1	Bradi4g10040
BdiBd21-3.4G0141900.1	Bradi4g10045
BdiBd21-3.4G0142000.1	Bradi4g10051
BdiBd21-3.4G0142100.1	Bradi4g10055
BdiBd21-3.4G0142300.1	Bradi4g10060
BdiBd21-3.4G0142500.1	Bradi4g10064
BdiBd21-3.4G0142600.1	Bradi4g10068
BdiBd21-3.4G0142600.2	Bradi4g10068
BdiBd21-3.4G0142700.1	Bradi4g10072
BdiBd21-3.4G0142900.1	Bradi4g10077
BdiBd21-3.4G0143000.1	Bradi4g10090
BdiBd21-3.4G0143100.1	Bradi4g10095
BdiBd21-3.4G0143200.1	Bradi4g10101
BdiBd21-3.4G0143400.1	Bradi4g10110
BdiBd21-3.4G0143600.1	Bradi4g10130
BdiBd21-3.4G0143700.1	Bradi4g10137
BdiBd21-3.4G0143800.1	Bradi4g10141
BdiBd21-3.4G0143800.2	Bradi4g10141
BdiBd21-3.4G0144000.1	Bradi4g10147
BdiBd21-3.4G0144200.1	Bradi4g10153
BdiBd21-3.4G0144300.1	Bradi4g10158
BdiBd21-3.4G0144500.1	Bradi4g10171
BdiBd21-3.4G0144600.1	Bradi4g10180
BdiBd21-3.4G0144600.2	Bradi4g10180
BdiBd21-3.4G0144600.3	Bradi4g10180
BdiBd21-3.4G0144800.1	Bradi4g10190
BdiBd21-3.4G0144900.1	Bradi4g10207
BdiBd21-3.4G0145100.1	Bradi4g10213
BdiBd21-3.4G0145600.1	Bradi4g10250
BdiBd21-3.4G0145700.1	Bradi4g10270
BdiBd21-3.4G0145700.2	Bradi4g10270
BdiBd21-3.4G0145800.1	Bradi4g10280
BdiBd21-3.4G0145900.1	Bradi4g10290
BdiBd21-3.4G0146000.1	Bradi4g10295
BdiBd21-3.4G0146100.1	Bradi4g10300
BdiBd21-3.4G0146200.1	Bradi4g10305
BdiBd21-3.4G0146300.1	Bradi4g10310
BdiBd21-3.4G0146400.1	Bradi4g10320
BdiBd21-3.4G0146500.1	Bradi4g10327
BdiBd21-3.4G0146600.1	Bradi4g10332
BdiBd21-3.4G0146700.1	Bradi4g10335
BdiBd21-3.4G0146800.1	Bradi4g10338
BdiBd21-3.4G0146900.1	Bradi4g10341
BdiBd21-3.4G0147200.1	Bradi4g10350
BdiBd21-3.4G0147300.1	Bradi4g10353
BdiBd21-3.4G0147400.1	Bradi4g10356
BdiBd21-3.4G0147600.1	Bradi4g10360
BdiBd21-3.4G0147800.1	Bradi4g10363
BdiBd21-3.4G0147800.2	Bradi4g10363
BdiBd21-3.4G0147900.1	Bradi4g10367
BdiBd21-3.4G0148000.1	Bradi4g10380
BdiBd21-3.4G0148100.1	Bradi4g10387
BdiBd21-3.4G0148200.1	Bradi4g10390
BdiBd21-3.4G0148300.1	Bradi4g10393
BdiBd21-3.4G0148400.1	Bradi4g10397
BdiBd21-3.4G0148400.2	Bradi4g10397
BdiBd21-3.4G0148500.1	Bradi4g10410
BdiBd21-3.4G0148700.1	Bradi4g10426
BdiBd21-3.4G0148700.2	Bradi4g10426
BdiBd21-3.4G0148700.3	Bradi4g10426
BdiBd21-3.4G0148700.4	Bradi4g10426
BdiBd21-3.4G0148700.5	Bradi4g10426
BdiBd21-3.4G0148700.6	Bradi4g10426
BdiBd21-3.4G0148700.7	Bradi4g10426
BdiBd21-3.4G0148800.1	Bradi4g10460
BdiBd21-3.4G0148900.1	Bradi4g10457
BdiBd21-3.4G0149100.1	Bradi4g10447
BdiBd21-3.4G0149200.1	Bradi4g25858
BdiBd21-3.4G0149500.1	Bradi4g10453
BdiBd21-3.4G0150000.1	Bradi4g10510
BdiBd21-3.4G0150000.2	Bradi4g10510
BdiBd21-3.4G0150100.1	Bradi4g10520
BdiBd21-3.4G0150100.2	Bradi4g10520
BdiBd21-3.4G0150100.3	Bradi4g10520
BdiBd21-3.4G0150100.4	Bradi4g10520
BdiBd21-3.4G0150100.5	Bradi4g10520
BdiBd21-3.4G0150100.6	Bradi4g10520
BdiBd21-3.4G0150300.1	Bradi4g10530
BdiBd21-3.4G0150700.1	Bradi4g10550
BdiBd21-3.4G0150700.2	Bradi4g10550
BdiBd21-3.4G0150900.1	Bradi4g10570
BdiBd21-3.4G0150900.2	Bradi4g10570
BdiBd21-3.4G0151000.1	Bradi4g10577
BdiBd21-3.4G0151000.2	Bradi4g10577
BdiBd21-3.4G0151100.1	Bradi4g10590
BdiBd21-3.4G0151100.2	Bradi4g10590
BdiBd21-3.4G0151100.3	Bradi4g10590
BdiBd21-3.4G0151100.4	Bradi4g10590
BdiBd21-3.4G0151200.1	Bradi4g10600
BdiBd21-3.4G0151200.2	Bradi4g10600
BdiBd21-3.4G0151200.3	Bradi4g10600
BdiBd21-3.4G0151200.4	Bradi4g10600
BdiBd21-3.4G0151200.5	Bradi4g10600
BdiBd21-3.4G0151200.6	Bradi4g10600
BdiBd21-3.4G0151300.1	Bradi4g10610
BdiBd21-3.4G0151300.2	Bradi4g10610
BdiBd21-3.4G0151300.3	Bradi4g10610
BdiBd21-3.4G0151400.1	Bradi4g10621
BdiBd21-3.4G0151500.1	Bradi4g10630
BdiBd21-3.4G0151700.1	Bradi4g10651
BdiBd21-3.4G0152800.1	Bradi4g10663
BdiBd21-3.4G0153000.1	Bradi4g10672
BdiBd21-3.4G0153300.1	Bradi4g10690
BdiBd21-3.4G0153400.1	Bradi4g10700
BdiBd21-3.4G0153500.1	Bradi4g10710
BdiBd21-3.4G0153500.2	Bradi4g10710
BdiBd21-3.4G0153500.3	Bradi4g10710
BdiBd21-3.4G0153600.1	Bradi4g10715
BdiBd21-3.4G0153600.2	Bradi4g10715
BdiBd21-3.4G0153600.3	Bradi4g10715
BdiBd21-3.4G0153700.1	Bradi4g10720
BdiBd21-3.4G0153800.1	Bradi4g10748
BdiBd21-3.4G0153900.1	Bradi4g10804
BdiBd21-3.4G0154500.1	Bradi4g10888
BdiBd21-3.4G0154600.1	Bradi4g10920
BdiBd21-3.4G0154700.1	Bradi4g10930
BdiBd21-3.4G0154800.1	Bradi4g10932
BdiBd21-3.4G0154900.1	Bradi4g10934
BdiBd21-3.4G0155100.1	Bradi4g10936
BdiBd21-3.4G0155500.1	Bradi4g10961
BdiBd21-3.4G0155600.1	Bradi4g10970
BdiBd21-3.4G0155700.1	Bradi4g10980
BdiBd21-3.4G0155700.2	Bradi4g10980
BdiBd21-3.4G0155800.1	Bradi4g10982
BdiBd21-3.4G0155900.1	Bradi4g10985
BdiBd21-3.4G0156200.1	Bradi4g10987
BdiBd21-3.4G0156300.1	Bradi4g10992
BdiBd21-3.4G0156400.1	Bradi4g10998
BdiBd21-3.4G0156600.1	Bradi4g11020
BdiBd21-3.4G0156700.1	Bradi4g11030
BdiBd21-3.4G0156700.2	Bradi4g11030
BdiBd21-3.4G0156700.3	Bradi4g11030
BdiBd21-3.4G0156700.4	Bradi4g11030
BdiBd21-3.4G0156700.5	Bradi4g11030
BdiBd21-3.4G0156800.1	Bradi4g11025
BdiBd21-3.4G0156900.1	Bradi4g11042
BdiBd21-3.4G0157000.1	Bradi4g11050
BdiBd21-3.4G0157100.1	Bradi4g11055
BdiBd21-3.4G0157400.1	Bradi4g11060
BdiBd21-3.4G0157600.1	Bradi4g11071
BdiBd21-3.4G0157700.1	Bradi4g11076
BdiBd21-3.4G0158000.1	Bradi4g11087
BdiBd21-3.4G0158100.1	Bradi4g11094
BdiBd21-3.4G0158200.1	Bradi4g11101
BdiBd21-3.4G0158300.1	Bradi4g11110
BdiBd21-3.4G0158400.1	Bradi4g11113
BdiBd21-3.4G0158700.1	Bradi4g11116
BdiBd21-3.4G0158900.1	Bradi4g11122
BdiBd21-3.4G0159100.1	Bradi4g11127
BdiBd21-3.4G0159200.1	Bradi4g11133
BdiBd21-3.4G0159300.1	Bradi4g11137
BdiBd21-3.4G0159300.2	Bradi4g11137
BdiBd21-3.4G0159300.3	Bradi4g11137
BdiBd21-3.4G0159400.1	Bradi4g11143
BdiBd21-3.4G0159500.1	Bradi4g11150
BdiBd21-3.4G0159600.1	Bradi4g11153
BdiBd21-3.4G0159700.1	Bradi4g11157
BdiBd21-3.4G0159800.1	Bradi4g11170
BdiBd21-3.4G0159900.1	Bradi4g11180
BdiBd21-3.4G0160400.1	Bradi4g11216
BdiBd21-3.4G0160500.1	Bradi4g11224
BdiBd21-3.4G0160600.1	Bradi4g11232
BdiBd21-3.4G0160800.1	Bradi4g11253
BdiBd21-3.4G0161100.1	Bradi4g11259
BdiBd21-3.4G0161200.1	Bradi4g11241
BdiBd21-3.4G0161500.1	Bradi4g11266
BdiBd21-3.4G0161600.1	Bradi4g11272
BdiBd21-3.4G0161700.1	Bradi4g11277
BdiBd21-3.4G0161800.1	Bradi4g11289
BdiBd21-3.4G0162000.1	Bradi4g11294
BdiBd21-3.4G0162100.1	Bradi4g11300
BdiBd21-3.4G0162200.1	Bradi4g11310
BdiBd21-3.4G0162400.1	Bradi4g11320
BdiBd21-3.4G0162500.1	Bradi4g11330
BdiBd21-3.4G0162500.2	Bradi4g11330
BdiBd21-3.4G0163200.1	Bradi4g11367
BdiBd21-3.4G0163300.1	Bradi4g11380
BdiBd21-3.4G0163400.1	Bradi4g11390
BdiBd21-3.4G0163500.1	Bradi4g11400
BdiBd21-3.4G0163700.1	Bradi4g11420
BdiBd21-3.4G0163800.1	Bradi4g11431
BdiBd21-3.4G0163900.1	Bradi4g11441
BdiBd21-3.4G0164000.1	Bradi4g11450
BdiBd21-3.4G0164100.1	Bradi4g11453
BdiBd21-3.4G0164500.1	Bradi4g11456
BdiBd21-3.4G0164700.1	Bradi4g11461
BdiBd21-3.4G0164700.2	Bradi4g11461
BdiBd21-3.4G0164800.1	Bradi4g11465
BdiBd21-3.4G0165000.1	Bradi4g11470
BdiBd21-3.4G0165000.2	Bradi4g11470
BdiBd21-3.4G0165200.1	Bradi4g11487
BdiBd21-3.4G0165200.2	Bradi4g11487
BdiBd21-3.4G0165300.1	Bradi4g11500
BdiBd21-3.4G0165400.1	Bradi4g11510
BdiBd21-3.4G0165400.2	Bradi4g11510
BdiBd21-3.4G0165400.3	Bradi4g11510
BdiBd21-3.4G0165500.1	Bradi4g11517
BdiBd21-3.4G0165500.2	Bradi4g11517
BdiBd21-3.4G0165600.1	Bradi4g11523
BdiBd21-3.4G0165800.1	Bradi4g11530
BdiBd21-3.4G0165900.1	Bradi4g11540
BdiBd21-3.4G0166100.1	Bradi4g11550
BdiBd21-3.4G0166100.2	Bradi4g11550
BdiBd21-3.4G0166100.3	Bradi4g11550
BdiBd21-3.4G0166400.1	Bradi4g11564
BdiBd21-3.4G0166700.1	Bradi4g11580
BdiBd21-3.4G0166700.2	Bradi4g11580
BdiBd21-3.4G0166700.3	Bradi4g11580
BdiBd21-3.4G0166800.1	Bradi4g11590
BdiBd21-3.4G0167100.1	Bradi4g11605
BdiBd21-3.4G0167200.1	Bradi4g11608
BdiBd21-3.4G0167300.1	Bradi4g11621
BdiBd21-3.4G0167400.1	Bradi4g11630
BdiBd21-3.4G0167500.1	Bradi4g11635
BdiBd21-3.4G0167600.1	Bradi4g11636
BdiBd21-3.4G0167800.1	Bradi4g11638
BdiBd21-3.4G0167900.1	Bradi4g11640
BdiBd21-3.4G0168000.1	Bradi4g11651
BdiBd21-3.4G0168100.1	Bradi4g11660
BdiBd21-3.4G0168300.1	Bradi4g11670
BdiBd21-3.4G0168400.1	Bradi4g11680
BdiBd21-3.4G0168500.1	Bradi4g11687
BdiBd21-3.4G0168600.1	Bradi4g11694
BdiBd21-3.4G0168700.1	Bradi4g11701
BdiBd21-3.4G0168900.1	Bradi4g11710
BdiBd21-3.4G0169200.1	Bradi4g11715
BdiBd21-3.4G0169200.2	Bradi4g11715
BdiBd21-3.4G0169300.1	Bradi4g11720
BdiBd21-3.4G0170200.1	Bradi4g11725
BdiBd21-3.4G0170700.1	Bradi4g11747
BdiBd21-3.4G0170900.1	Bradi4g11770
BdiBd21-3.4G0171000.1	Bradi4g11780
BdiBd21-3.4G0171100.1	Bradi4g11790
BdiBd21-3.4G0171200.1	Bradi4g11827
BdiBd21-3.4G0171400.1	Bradi4g11840
BdiBd21-3.4G0171400.2	Bradi4g11840
BdiBd21-3.4G0171500.1	Bradi4g11850
BdiBd21-3.4G0171600.1	Bradi4g11857
BdiBd21-3.4G0171700.1	Bradi4g11864
BdiBd21-3.4G0171800.1	Bradi4g11871
BdiBd21-3.4G0172000.1	Bradi4g11886
BdiBd21-3.4G0172100.1	Bradi4g11892
BdiBd21-3.4G0172200.1	Bradi4g11900
BdiBd21-3.4G0172200.2	Bradi4g11900
BdiBd21-3.4G0172200.3	Bradi4g11900
BdiBd21-3.4G0172300.1	Bradi4g11910
BdiBd21-3.4G0172300.2	Bradi4g11910
BdiBd21-3.4G0172300.3	Bradi4g11910
BdiBd21-3.4G0172300.4	Bradi4g11910
BdiBd21-3.4G0172400.1	Bradi4g11920
BdiBd21-3.4G0172400.2	Bradi4g11920
BdiBd21-3.4G0172700.1	Bradi4g11930
BdiBd21-3.4G0172700.2	Bradi4g11930
BdiBd21-3.4G0172700.3	Bradi4g11930
BdiBd21-3.4G0172800.1	Bradi4g11936
BdiBd21-3.4G0172900.1	Bradi4g11940
BdiBd21-3.4G0173100.1	Bradi4g11960
BdiBd21-3.4G0173700.1	Bradi4g11951
BdiBd21-3.4G0174500.1	Bradi4g11997
BdiBd21-3.4G0174600.1	Bradi4g12001
BdiBd21-3.4G0174700.1	Bradi4g12011
BdiBd21-3.4G0174900.1	Bradi4g12019
BdiBd21-3.4G0175200.1	Bradi4g12039
BdiBd21-3.4G0175200.2	Bradi4g12039
BdiBd21-3.4G0175200.3	Bradi4g12039
BdiBd21-3.4G0175300.1	Bradi4g12044
BdiBd21-3.4G0175400.1	Bradi4g12050
BdiBd21-3.4G0175400.2	Bradi4g12050
BdiBd21-3.4G0175400.3	Bradi4g12050
BdiBd21-3.4G0175500.1	Bradi4g12060
BdiBd21-3.4G0175500.2	Bradi4g12060
BdiBd21-3.4G0175600.1	Bradi4g12065
BdiBd21-3.4G0175700.1	Bradi4g12070
BdiBd21-3.4G0175800.1	Bradi4g12080
BdiBd21-3.4G0175900.1	Bradi4g12087
BdiBd21-3.4G0176000.1	Bradi4g12094
BdiBd21-3.4G0176200.1	Bradi4g12110
BdiBd21-3.4G0176500.1	Bradi4g12116
BdiBd21-3.4G0176600.1	Bradi4g12120
BdiBd21-3.4G0176700.1	Bradi4g12131
BdiBd21-3.4G0176900.1	Bradi4g12140
BdiBd21-3.4G0177000.1	Bradi4g12151
BdiBd21-3.4G0177200.1	Bradi4g12160
BdiBd21-3.4G0177600.1	Bradi4g12169
BdiBd21-3.4G0177700.1	Bradi4g12173
BdiBd21-3.4G0177800.1	Bradi4g12177
BdiBd21-3.4G0177900.1	Bradi4g12180
BdiBd21-3.4G0177900.2	Bradi4g12180
BdiBd21-3.4G0178000.1	Bradi4g12190
BdiBd21-3.4G0178000.2	Bradi4g12190
BdiBd21-3.4G0178000.3	Bradi4g12190
BdiBd21-3.4G0178100.1	Bradi4g12200
BdiBd21-3.4G0178100.2	Bradi4g12200
BdiBd21-3.4G0178200.1	Bradi4g12210
BdiBd21-3.4G0178300.1	Bradi4g12218
BdiBd21-3.4G0178400.1	Bradi4g12227
BdiBd21-3.4G0178500.1	Bradi4g12240
BdiBd21-3.4G0178600.1	Bradi4g12250
BdiBd21-3.4G0178800.1	Bradi4g12255
BdiBd21-3.4G0179000.1	Bradi4g12260
BdiBd21-3.4G0179000.2	Bradi4g12260
BdiBd21-3.4G0179000.3	Bradi4g12260
BdiBd21-3.4G0179000.4	Bradi4g12260
BdiBd21-3.4G0179000.5	Bradi4g12260
BdiBd21-3.4G0179000.6	Bradi4g12260
