TF_ID	Gene_ID	Family
Bradi2g21264.1.p	Bradi2g21264	ARF
Bradi2g46190.1.p	Bradi2g46190	ARF
Bradi2g50120.2.p	Bradi2g50120	ARF
Bradi2g50120.3.p	Bradi2g50120	ARF
Bradi2g59480.1.p	Bradi2g59480	ARF
Bradi3g03407.1.p	Bradi3g03407	ARF
Bradi3g03407.2.p	Bradi3g03407	ARF
Bradi3g04920.1.p	Bradi3g04920	ARF
Bradi3g04920.2.p	Bradi3g04920	ARF
Bradi3g28950.1.p	Bradi3g28950	ARF
Bradi3g40437.2.p	Bradi3g40437	ARF
Bradi3g40437.3.p	Bradi3g40437	ARF
Bradi3g45880.2.p	Bradi3g45880	ARF
Bradi3g45880.3.p	Bradi3g45880	ARF
Bradi3g49320.1.p	Bradi3g49320	ARF
Bradi4g01730.1.p	Bradi4g01730	ARF
Bradi4g07470.1.p	Bradi4g07470	ARF
Bradi4g07470.2.p	Bradi4g07470	ARF
Bradi4g17410.1.p	Bradi4g17410	ARF
Bradi4g17410.3.p	Bradi4g17410	ARF
Bradi4g17410.4.p	Bradi4g17410	ARF
Bradi4g17410.5.p	Bradi4g17410	ARF
Bradi5g10950.1.p	Bradi5g10950	ARF
Bradi5g15904.1.p	Bradi5g15904	ARF
Bradi5g25157.1.p	Bradi5g25157	ARF
Bradi5g25157.2.p	Bradi5g25157	ARF
Bradi5g25767.1.p	Bradi5g25767	ARF
Bradi5g27400.1.p	Bradi5g27400	ARF
Bradi5g27400.2.p	Bradi5g27400	ARF
Bradi1g14495.1.p	Bradi1g14495	B3
Bradi1g14500.3.p	Bradi1g14500	B3
Bradi1g14510.3.p	Bradi1g14510	B3
Bradi1g14530.1.p	Bradi1g14530	B3
Bradi1g14550.1.p	Bradi1g14550	B3
Bradi1g14560.10.p	Bradi1g14560	B3
Bradi1g14560.11.p	Bradi1g14560	B3
Bradi1g14560.12.p	Bradi1g14560	B3
Bradi1g14560.13.p	Bradi1g14560	B3
Bradi1g14560.14.p	Bradi1g14560	B3
Bradi1g14560.15.p	Bradi1g14560	B3
Bradi1g14560.16.p	Bradi1g14560	B3
Bradi1g14560.17.p	Bradi1g14560	B3
Bradi1g14560.18.p	Bradi1g14560	B3
Bradi1g14560.19.p	Bradi1g14560	B3
Bradi1g14560.5.p	Bradi1g14560	B3
Bradi1g14560.9.p	Bradi1g14560	B3
Bradi1g17680.1.p	Bradi1g17680	B3
Bradi1g17680.2.p	Bradi1g17680	B3
Bradi1g24720.1.p	Bradi1g24720	B3
Bradi1g24720.2.p	Bradi1g24720	B3
Bradi1g24720.3.p	Bradi1g24720	B3
Bradi1g24720.4.p	Bradi1g24720	B3
Bradi1g35588.1.p	Bradi1g35588	B3
Bradi1g35588.2.p	Bradi1g35588	B3
Bradi1g45517.1.p	Bradi1g45517	B3
Bradi1g45517.2.p	Bradi1g45517	B3
Bradi1g45517.3.p	Bradi1g45517	B3
Bradi1g48690.1.p	Bradi1g48690	B3
Bradi1g50237.2.p	Bradi1g50237	B3
Bradi1g50237.3.p	Bradi1g50237	B3
Bradi1g50237.4.p	Bradi1g50237	B3
Bradi1g50256.1.p	Bradi1g50256	B3
Bradi1g51730.1.p	Bradi1g51730	B3
Bradi1g52000.1.p	Bradi1g52000	B3
Bradi1g60531.4.p	Bradi1g60531	B3
Bradi1g70067.1.p	Bradi1g70067	B3
Bradi1g72330.1.p	Bradi1g72330	B3
Bradi1g77150.1.p	Bradi1g77150	B3
Bradi2g07980.1.p	Bradi2g07980	B3
Bradi2g07980.2.p	Bradi2g07980	B3
Bradi2g07986.1.p	Bradi2g07986	B3
Bradi2g07986.2.p	Bradi2g07986	B3
Bradi2g07986.3.p	Bradi2g07986	B3
Bradi2g22130.3.p	Bradi2g22130	B3
Bradi2g22130.4.p	Bradi2g22130	B3
Bradi2g37387.1.p	Bradi2g37387	B3
Bradi2g37387.3.p	Bradi2g37387	B3
Bradi2g48057.1.p	Bradi2g48057	B3
Bradi2g48580.1.p	Bradi2g48580	B3
Bradi2g48597.1.p	Bradi2g48597	B3
Bradi2g48597.2.p	Bradi2g48597	B3
Bradi2g48597.3.p	Bradi2g48597	B3
Bradi2g48597.4.p	Bradi2g48597	B3
Bradi2g48597.5.p	Bradi2g48597	B3
Bradi2g58030.2.p	Bradi2g58030	B3
Bradi2g58030.3.p	Bradi2g58030	B3
Bradi2g58030.4.p	Bradi2g58030	B3
Bradi2g58030.5.p	Bradi2g58030	B3
Bradi2g58030.6.p	Bradi2g58030	B3
Bradi2g58390.1.p	Bradi2g58390	B3
Bradi2g58390.2.p	Bradi2g58390	B3
Bradi2g60554.10.p	Bradi2g60554	B3
Bradi2g60554.11.p	Bradi2g60554	B3
Bradi2g60554.12.p	Bradi2g60554	B3
Bradi2g60554.13.p	Bradi2g60554	B3
Bradi2g60554.14.p	Bradi2g60554	B3
Bradi2g60554.1.p	Bradi2g60554	B3
Bradi2g60554.2.p	Bradi2g60554	B3
Bradi2g60554.3.p	Bradi2g60554	B3
Bradi2g60554.4.p	Bradi2g60554	B3
Bradi2g60554.6.p	Bradi2g60554	B3
Bradi2g60554.7.p	Bradi2g60554	B3
Bradi2g60554.9.p	Bradi2g60554	B3
Bradi3g12910.1.p	Bradi3g12910	B3
Bradi3g16500.1.p	Bradi3g16500	B3
Bradi3g18810.1.p	Bradi3g18810	B3
Bradi3g18810.2.p	Bradi3g18810	B3
Bradi3g18810.3.p	Bradi3g18810	B3
Bradi3g18810.4.p	Bradi3g18810	B3
Bradi3g18810.5.p	Bradi3g18810	B3
Bradi3g18810.6.p	Bradi3g18810	B3
Bradi3g18810.7.p	Bradi3g18810	B3
Bradi3g24441.1.p	Bradi3g24441	B3
Bradi3g24441.2.p	Bradi3g24441	B3
Bradi3g32140.1.p	Bradi3g32140	B3
Bradi3g47847.1.p	Bradi3g47847	B3
Bradi3g47847.3.p	Bradi3g47847	B3
Bradi3g51840.3.p	Bradi3g51840	B3
Bradi3g51840.4.p	Bradi3g51840	B3
Bradi4g00380.1.p	Bradi4g00380	B3
Bradi4g02950.3.p	Bradi4g02950	B3
Bradi4g02950.4.p	Bradi4g02950	B3
Bradi4g02950.5.p	Bradi4g02950	B3
Bradi4g02985.1.p	Bradi4g02985	B3
Bradi4g02991.1.p	Bradi4g02991	B3
Bradi4g02996.2.p	Bradi4g02996	B3
Bradi4g03000.10.p	Bradi4g03000	B3
Bradi4g03000.2.p	Bradi4g03000	B3
Bradi4g03000.3.p	Bradi4g03000	B3
Bradi4g03000.4.p	Bradi4g03000	B3
Bradi4g03000.5.p	Bradi4g03000	B3
Bradi4g03000.6.p	Bradi4g03000	B3
Bradi4g03000.7.p	Bradi4g03000	B3
Bradi4g03000.8.p	Bradi4g03000	B3
Bradi4g03000.9.p	Bradi4g03000	B3
Bradi4g23270.1.p	Bradi4g23270	B3
Bradi4g23270.2.p	Bradi4g23270	B3
Bradi4g23270.4.p	Bradi4g23270	B3
Bradi4g23270.5.p	Bradi4g23270	B3
Bradi4g24203.1.p	Bradi4g24203	B3
Bradi4g25170.1.p	Bradi4g25170	B3
Bradi4g37946.1.p	Bradi4g37946	B3
Bradi4g37946.2.p	Bradi4g37946	B3
Bradi4g37946.3.p	Bradi4g37946	B3
Bradi4g37946.4.p	Bradi4g37946	B3
Bradi4g37946.5.p	Bradi4g37946	B3
Bradi4g37946.6.p	Bradi4g37946	B3
Bradi4g37946.7.p	Bradi4g37946	B3
Bradi4g42167.1.p	Bradi4g42167	B3
Bradi5g01445.2.p	Bradi5g01445	B3
Bradi5g01445.3.p	Bradi5g01445	B3
Bradi5g01445.4.p	Bradi5g01445	B3
Bradi5g01445.5.p	Bradi5g01445	B3
Bradi5g07925.1.p	Bradi5g07925	B3
Bradi5g19260.2.p	Bradi5g19260	B3
Bradi5g19260.3.p	Bradi5g19260	B3
Bradi5g26100.2.p	Bradi5g26100	B3
Bradi1g03880.1.p	Bradi1g03880	AP2
Bradi1g03880.2.p	Bradi1g03880	AP2
Bradi1g07290.2.p	Bradi1g07290	AP2
Bradi1g07290.3.p	Bradi1g07290	AP2
Bradi1g07290.4.p	Bradi1g07290	AP2
Bradi1g07290.5.p	Bradi1g07290	AP2
Bradi1g18871.1.p	Bradi1g18871	AP2
Bradi1g30337.1.p	Bradi1g30337	AP2
Bradi1g30337.2.p	Bradi1g30337	AP2
Bradi1g31337.1.p	Bradi1g31337	AP2
Bradi1g51045.1.p	Bradi1g51045	AP2
Bradi1g53650.1.p	Bradi1g53650	AP2
Bradi1g53650.3.p	Bradi1g53650	AP2
Bradi1g53650.4.p	Bradi1g53650	AP2
Bradi1g53650.5.p	Bradi1g53650	AP2
Bradi1g57560.1.p	Bradi1g57560	AP2
Bradi1g57560.2.p	Bradi1g57560	AP2
Bradi1g57560.3.p	Bradi1g57560	AP2
Bradi1g64240.1.p	Bradi1g64240	AP2
Bradi1g69209.1.p	Bradi1g69209	AP2
Bradi1g69209.2.p	Bradi1g69209	AP2
Bradi1g69209.3.p	Bradi1g69209	AP2
Bradi1g69209.4.p	Bradi1g69209	AP2
Bradi1g69209.5.p	Bradi1g69209	AP2
Bradi1g69209.6.p	Bradi1g69209	AP2
Bradi1g69209.7.p	Bradi1g69209	AP2
Bradi1g69209.8.p	Bradi1g69209	AP2
Bradi1g72890.1.p	Bradi1g72890	AP2
Bradi1g72890.2.p	Bradi1g72890	AP2
Bradi2g37800.10.p	Bradi2g37800	AP2
Bradi2g37800.13.p	Bradi2g37800	AP2
Bradi2g37800.3.p	Bradi2g37800	AP2
Bradi2g37800.7.p	Bradi2g37800	AP2
Bradi2g37800.9.p	Bradi2g37800	AP2
Bradi2g48130.2.p	Bradi2g48130	AP2
Bradi2g57747.2.p	Bradi2g57747	AP2
Bradi3g04381.1.p	Bradi3g04381	AP2
Bradi3g15880.1.p	Bradi3g15880	AP2
Bradi3g15880.2.p	Bradi3g15880	AP2
Bradi3g36820.10.p	Bradi3g36820	AP2
Bradi3g36820.3.p	Bradi3g36820	AP2
Bradi3g36820.4.p	Bradi3g36820	AP2
Bradi3g36820.5.p	Bradi3g36820	AP2
Bradi3g36820.6.p	Bradi3g36820	AP2
Bradi3g36820.7.p	Bradi3g36820	AP2
Bradi3g36820.8.p	Bradi3g36820	AP2
Bradi3g36820.9.p	Bradi3g36820	AP2
Bradi3g48697.1.p	Bradi3g48697	AP2
Bradi3g59300.1.p	Bradi3g59300	AP2
Bradi3g59300.3.p	Bradi3g59300	AP2
Bradi4g30617.1.p	Bradi4g30617	AP2
Bradi4g43877.1.p	Bradi4g43877	AP2
Bradi5g14960.1.p	Bradi5g14960	AP2
Bradi5g24100.1.p	Bradi5g24100	AP2
Bradi5g24100.2.p	Bradi5g24100	AP2
Bradi5g24100.3.p	Bradi5g24100	AP2
Bradi5g24360.2.p	Bradi5g24360	AP2
Bradi2g26987.1.p	Bradi2g26987	AP2
Bradi2g37800.14.p	Bradi2g37800	AP2
Bradi2g37800.12.p	Bradi2g37800	AP2
Bradi2g37800.5.p	Bradi2g37800	AP2
Bradi2g37800.11.p	Bradi2g37800	AP2
Bradi2g37800.8.p	Bradi2g37800	AP2
Bradi2g48130.3.p	Bradi2g48130	AP2
Bradi1g00666.1.p	Bradi1g00666	ERF
Bradi1g00666.2.p	Bradi1g00666	ERF
Bradi1g04110.1.p	Bradi1g04110	ERF
Bradi1g17961.1.p	Bradi1g17961	ERF
Bradi1g18580.1.p	Bradi1g18580	ERF
Bradi1g23756.1.p	Bradi1g23756	ERF
Bradi1g33550.1.p	Bradi1g33550	ERF
Bradi1g35400.1.p	Bradi1g35400	ERF
Bradi1g35410.1.p	Bradi1g35410	ERF
Bradi1g35420.2.p	Bradi1g35420	ERF
Bradi1g36590.1.p	Bradi1g36590	ERF
Bradi1g38110.2.p	Bradi1g38110	ERF
Bradi1g38238.1.p	Bradi1g38238	ERF
Bradi1g45470.1.p	Bradi1g45470	ERF
Bradi1g46120.1.p	Bradi1g46120	ERF
Bradi1g46690.3.p	Bradi1g46690	ERF
Bradi1g47480.1.p	Bradi1g47480	ERF
Bradi1g48320.1.p	Bradi1g48320	ERF
Bradi1g48625.1.p	Bradi1g48625	ERF
Bradi1g49560.1.p	Bradi1g49560	ERF
Bradi1g49570.1.p	Bradi1g49570	ERF
Bradi1g53753.1.p	Bradi1g53753	ERF
Bradi1g53756.1.p	Bradi1g53756	ERF
Bradi1g54450.1.p	Bradi1g54450	ERF
Bradi1g57970.1.p	Bradi1g57970	ERF
Bradi1g67350.1.p	Bradi1g67350	ERF
Bradi1g71740.1.p	Bradi1g71740	ERF
Bradi1g72449.1.p	Bradi1g72449	ERF
Bradi1g72457.1.p	Bradi1g72457	ERF
Bradi1g72990.2.p	Bradi1g72990	ERF
Bradi1g72990.3.p	Bradi1g72990	ERF
Bradi1g75040.1.p	Bradi1g75040	ERF
Bradi1g77120.1.p	Bradi1g77120	ERF
Bradi2g02100.1.p	Bradi2g02100	ERF
Bradi2g04000.2.p	Bradi2g04000	ERF
Bradi2g06180.1.p	Bradi2g06180	ERF
Bradi2g07357.1.p	Bradi2g07357	ERF
Bradi2g09434.1.p	Bradi2g09434	ERF
Bradi2g11890.1.p	Bradi2g11890	ERF
Bradi2g16442.1.p	Bradi2g16442	ERF
Bradi2g21060.1.p	Bradi2g21060	ERF
Bradi2g21067.1.p	Bradi2g21067	ERF
Bradi2g22505.1.p	Bradi2g22505	ERF
Bradi2g24175.2.p	Bradi2g24175	ERF
Bradi2g25050.1.p	Bradi2g25050	ERF
Bradi2g27920.1.p	Bradi2g27920	ERF
Bradi2g29010.1.p	Bradi2g29010	ERF
Bradi2g29960.1.p	Bradi2g29960	ERF
Bradi2g29960.2.p	Bradi2g29960	ERF
Bradi2g29960.4.p	Bradi2g29960	ERF
Bradi2g29960.5.p	Bradi2g29960	ERF
Bradi2g29960.6.p	Bradi2g29960	ERF
Bradi2g31480.1.p	Bradi2g31480	ERF
Bradi2g45530.1.p	Bradi2g45530	ERF
Bradi2g50035.1.p	Bradi2g50035	ERF
Bradi2g52370.1.p	Bradi2g52370	ERF
Bradi2g52380.1.p	Bradi2g52380	ERF
Bradi2g53070.3.p	Bradi2g53070	ERF
Bradi2g56145.1.p	Bradi2g56145	ERF
Bradi2g57201.1.p	Bradi2g57201	ERF
Bradi2g60331.1.p	Bradi2g60331	ERF
Bradi2g60340.1.p	Bradi2g60340	ERF
Bradi3g04370.1.p	Bradi3g04370	ERF
Bradi3g04375.1.p	Bradi3g04375	ERF
Bradi3g04410.1.p	Bradi3g04410	ERF
Bradi3g06562.1.p	Bradi3g06562	ERF
Bradi3g07450.1.p	Bradi3g07450	ERF
Bradi3g07450.2.p	Bradi3g07450	ERF
Bradi3g08790.1.p	Bradi3g08790	ERF
Bradi3g12565.1.p	Bradi3g12565	ERF
Bradi3g12566.1.p	Bradi3g12566	ERF
Bradi3g12567.1.p	Bradi3g12567	ERF
Bradi3g12680.1.p	Bradi3g12680	ERF
Bradi3g15084.2.p	Bradi3g15084	ERF
Bradi3g15591.1.p	Bradi3g15591	ERF
Bradi3g15599.1.p	Bradi3g15599	ERF
Bradi3g18070.1.p	Bradi3g18070	ERF
Bradi3g18073.1.p	Bradi3g18073	ERF
Bradi3g24000.1.p	Bradi3g24000	ERF
Bradi3g27690.1.p	Bradi3g27690	ERF
Bradi3g31600.1.p	Bradi3g31600	ERF
Bradi3g33355.1.p	Bradi3g33355	ERF
Bradi3g33670.1.p	Bradi3g33670	ERF
Bradi3g35560.1.p	Bradi3g35560	ERF
Bradi3g36820.11.p	Bradi3g36820	ERF
Bradi3g36820.12.p	Bradi3g36820	ERF
Bradi3g36820.13.p	Bradi3g36820	ERF
Bradi3g36820.2.p	Bradi3g36820	ERF
Bradi3g37544.1.p	Bradi3g37544	ERF
Bradi3g38140.1.p	Bradi3g38140	ERF
Bradi3g40343.1.p	Bradi3g40343	ERF
Bradi3g41543.2.p	Bradi3g41543	ERF
Bradi3g41547.1.p	Bradi3g41547	ERF
Bradi3g42627.1.p	Bradi3g42627	ERF
Bradi3g42627.3.p	Bradi3g42627	ERF
Bradi3g42627.4.p	Bradi3g42627	ERF
Bradi3g42627.5.p	Bradi3g42627	ERF
Bradi3g43822.2.p	Bradi3g43822	ERF
Bradi3g44470.1.p	Bradi3g44470	ERF
Bradi3g45997.1.p	Bradi3g45997	ERF
Bradi3g47610.2.p	Bradi3g47610	ERF
Bradi3g49810.1.p	Bradi3g49810	ERF
Bradi3g50490.1.p	Bradi3g50490	ERF
Bradi3g50508.1.p	Bradi3g50508	ERF
Bradi3g50620.1.p	Bradi3g50620	ERF
Bradi3g50625.1.p	Bradi3g50625	ERF
Bradi3g50630.1.p	Bradi3g50630	ERF
Bradi3g51610.1.p	Bradi3g51610	ERF
Bradi3g51630.2.p	Bradi3g51630	ERF
Bradi3g51630.3.p	Bradi3g51630	ERF
Bradi3g51630.4.p	Bradi3g51630	ERF
Bradi3g54160.1.p	Bradi3g54160	ERF
Bradi3g56801.1.p	Bradi3g56801	ERF
Bradi3g57360.1.p	Bradi3g57360	ERF
Bradi3g57862.1.p	Bradi3g57862	ERF
Bradi3g58015.1.p	Bradi3g58015	ERF
Bradi3g58980.1.p	Bradi3g58980	ERF
Bradi3g60018.1.p	Bradi3g60018	ERF
Bradi3g60120.1.p	Bradi3g60120	ERF
Bradi3g60120.2.p	Bradi3g60120	ERF
Bradi3g60120.3.p	Bradi3g60120	ERF
Bradi4g03371.2.p	Bradi4g03371	ERF
Bradi4g03371.3.p	Bradi4g03371	ERF
Bradi4g21265.1.p	Bradi4g21265	ERF
Bradi4g27850.1.p	Bradi4g27850	ERF
Bradi4g27850.2.p	Bradi4g27850	ERF
Bradi4g29010.1.p	Bradi4g29010	ERF
Bradi4g31040.1.p	Bradi4g31040	ERF
Bradi4g35570.1.p	Bradi4g35570	ERF
Bradi4g35580.1.p	Bradi4g35580	ERF
Bradi4g35590.1.p	Bradi4g35590	ERF
Bradi4g35600.1.p	Bradi4g35600	ERF
Bradi4g35620.1.p	Bradi4g35620	ERF
Bradi4g35630.1.p	Bradi4g35630	ERF
Bradi4g35642.1.p	Bradi4g35642	ERF
Bradi4g35650.1.p	Bradi4g35650	ERF
Bradi4g35655.1.p	Bradi4g35655	ERF
Bradi4g38932.1.p	Bradi4g38932	ERF
Bradi4g38941.1.p	Bradi4g38941	ERF
Bradi4g41616.1.p	Bradi4g41616	ERF
Bradi5g08380.1.p	Bradi5g08380	ERF
Bradi5g08380.2.p	Bradi5g08380	ERF
Bradi5g08471.1.p	Bradi5g08471	ERF
Bradi5g10107.1.p	Bradi5g10107	ERF
Bradi5g11295.1.p	Bradi5g11295	ERF
Bradi5g16450.1.p	Bradi5g16450	ERF
Bradi5g17480.1.p	Bradi5g17480	ERF
Bradi5g17490.1.p	Bradi5g17490	ERF
Bradi5g17610.1.p	Bradi5g17610	ERF
Bradi5g17620.1.p	Bradi5g17620	ERF
Bradi5g17630.1.p	Bradi5g17630	ERF
Bradi5g17640.1.p	Bradi5g17640	ERF
Bradi5g18850.1.p	Bradi5g18850	ERF
Bradi5g21250.3.p	Bradi5g21250	ERF
Bradi5g24110.1.p	Bradi5g24110	ERF
Bradi5g24700.1.p	Bradi5g24700	ERF
Bradi5g24710.1.p	Bradi5g24710	ERF
Bradi5g24720.1.p	Bradi5g24720	ERF
Bradi5g25570.1.p	Bradi5g25570	ERF
Bradi1g35030.1.p	Bradi1g35030	DBB
Bradi1g49260.1.p	Bradi1g49260	DBB
Bradi2g06370.1.p	Bradi2g06370	DBB
Bradi3g48180.1.p	Bradi3g48180	DBB
Bradi3g50166.1.p	Bradi3g50166	DBB
Bradi4g35950.1.p	Bradi4g35950	DBB
Bradi4g35950.3.p	Bradi4g35950	DBB
Bradi4g40250.1.p	Bradi4g40250	DBB
Bradi5g14280.3.p	Bradi5g14280	DBB
Bradi5g14280.4.p	Bradi5g14280	DBB
Bradi5g17080.1.p	Bradi5g17080	DBB
Bradi1g11310.2.p	Bradi1g11310	CO-like
Bradi1g11310.3.p	Bradi1g11310	CO-like
Bradi1g31280.1.p	Bradi1g31280	CO-like
Bradi1g43220.1.p	Bradi1g43220	CO-like
Bradi1g43990.1.p	Bradi1g43990	CO-like
Bradi1g52360.1.p	Bradi1g52360	CO-like
Bradi3g05800.1.p	Bradi3g05800	CO-like
Bradi3g19010.1.p	Bradi3g19010	CO-like
Bradi3g41500.1.p	Bradi3g41500	CO-like
Bradi3g48447.1.p	Bradi3g48447	CO-like
Bradi3g56260.2.p	Bradi3g56260	CO-like
Bradi3g56490.1.p	Bradi3g56490	CO-like
Bradi3g56490.3.p	Bradi3g56490	CO-like
Bradi3g57000.2.p	Bradi3g57000	CO-like
Bradi3g57000.3.p	Bradi3g57000	CO-like
Bradi5g14600.1.p	Bradi5g14600	CO-like
Bradi5g14600.2.p	Bradi5g14600	CO-like
Bradi1g30801.1.p	Bradi1g30801	ARR-B
Bradi1g30805.1.p	Bradi1g30805	ARR-B
Bradi1g30813.2.p	Bradi1g30813	ARR-B
Bradi1g34695.1.p	Bradi1g34695	ARR-B
Bradi1g47400.1.p	Bradi1g47400	ARR-B
Bradi1g47400.2.p	Bradi1g47400	ARR-B
Bradi1g57005.1.p	Bradi1g57005	ARR-B
Bradi1g69480.1.p	Bradi1g69480	ARR-B
Bradi1g69480.2.p	Bradi1g69480	ARR-B
Bradi1g69480.3.p	Bradi1g69480	ARR-B
Bradi2g58020.1.p	Bradi2g58020	ARR-B
Bradi2g58020.2.p	Bradi2g58020	ARR-B
Bradi3g06120.1.p	Bradi3g06120	ARR-B
Bradi3g54120.1.p	Bradi3g54120	ARR-B
Bradi3g54120.2.p	Bradi3g54120	ARR-B
Bradi4g16463.1.p	Bradi4g16463	ARR-B
Bradi5g12160.1.p	Bradi5g12160	ARR-B
Bradi5g12170.1.p	Bradi5g12170	ARR-B
Bradi1g07511.1.p	Bradi1g07511	G2-like
Bradi1g07630.1.p	Bradi1g07630	G2-like
Bradi1g13425.1.p	Bradi1g13425	G2-like
Bradi1g14480.2.p	Bradi1g14480	G2-like
Bradi1g17400.1.p	Bradi1g17400	G2-like
Bradi1g28920.4.p	Bradi1g28920	G2-like
Bradi1g28920.5.p	Bradi1g28920	G2-like
Bradi1g28920.6.p	Bradi1g28920	G2-like
Bradi1g31837.1.p	Bradi1g31837	G2-like
Bradi1g32370.1.p	Bradi1g32370	G2-like
Bradi1g34470.1.p	Bradi1g34470	G2-like
Bradi1g34470.2.p	Bradi1g34470	G2-like
Bradi1g34470.3.p	Bradi1g34470	G2-like
Bradi1g34470.5.p	Bradi1g34470	G2-like
Bradi1g34470.6.p	Bradi1g34470	G2-like
Bradi1g36236.1.p	Bradi1g36236	G2-like
Bradi1g36236.2.p	Bradi1g36236	G2-like
Bradi1g36236.3.p	Bradi1g36236	G2-like
Bradi1g36236.4.p	Bradi1g36236	G2-like
Bradi1g39180.2.p	Bradi1g39180	G2-like
Bradi1g43710.1.p	Bradi1g43710	G2-like
Bradi1g43710.3.p	Bradi1g43710	G2-like
Bradi1g43710.4.p	Bradi1g43710	G2-like
Bradi1g58830.1.p	Bradi1g58830	G2-like
Bradi1g63530.1.p	Bradi1g63530	G2-like
Bradi1g63530.3.p	Bradi1g63530	G2-like
Bradi1g63690.1.p	Bradi1g63690	G2-like
Bradi1g63690.2.p	Bradi1g63690	G2-like
Bradi1g71910.3.p	Bradi1g71910	G2-like
Bradi2g04810.1.p	Bradi2g04810	G2-like
Bradi2g08287.1.p	Bradi2g08287	G2-like
Bradi2g08287.2.p	Bradi2g08287	G2-like
Bradi2g08287.3.p	Bradi2g08287	G2-like
Bradi2g08287.4.p	Bradi2g08287	G2-like
Bradi2g08287.5.p	Bradi2g08287	G2-like
Bradi2g11400.2.p	Bradi2g11400	G2-like
Bradi2g11400.3.p	Bradi2g11400	G2-like
Bradi2g11400.4.p	Bradi2g11400	G2-like
Bradi2g11400.5.p	Bradi2g11400	G2-like
Bradi2g11400.6.p	Bradi2g11400	G2-like
Bradi2g11400.7.p	Bradi2g11400	G2-like
Bradi2g11400.8.p	Bradi2g11400	G2-like
Bradi2g11400.9.p	Bradi2g11400	G2-like
Bradi2g11743.1.p	Bradi2g11743	G2-like
Bradi2g11743.2.p	Bradi2g11743	G2-like
Bradi2g21407.2.p	Bradi2g21407	G2-like
Bradi2g21407.3.p	Bradi2g21407	G2-like
Bradi2g21407.4.p	Bradi2g21407	G2-like
Bradi2g21407.5.p	Bradi2g21407	G2-like
Bradi2g21880.1.p	Bradi2g21880	G2-like
Bradi2g21880.2.p	Bradi2g21880	G2-like
Bradi2g25380.1.p	Bradi2g25380	G2-like
Bradi2g33650.1.p	Bradi2g33650	G2-like
Bradi2g54791.1.p	Bradi2g54791	G2-like
Bradi2g54791.2.p	Bradi2g54791	G2-like
Bradi2g62067.1.p	Bradi2g62067	G2-like
Bradi3g00550.2.p	Bradi3g00550	G2-like
Bradi3g00550.3.p	Bradi3g00550	G2-like
Bradi3g00550.4.p	Bradi3g00550	G2-like
Bradi3g03538.2.p	Bradi3g03538	G2-like
Bradi3g03538.3.p	Bradi3g03538	G2-like
Bradi3g03538.4.p	Bradi3g03538	G2-like
Bradi3g05500.2.p	Bradi3g05500	G2-like
Bradi3g05500.4.p	Bradi3g05500	G2-like
Bradi3g05500.5.p	Bradi3g05500	G2-like
Bradi3g05500.6.p	Bradi3g05500	G2-like
Bradi3g09160.1.p	Bradi3g09160	G2-like
Bradi3g10730.1.p	Bradi3g10730	G2-like
Bradi3g16340.1.p	Bradi3g16340	G2-like
Bradi3g22290.2.p	Bradi3g22290	G2-like
Bradi3g22290.3.p	Bradi3g22290	G2-like
Bradi3g22290.4.p	Bradi3g22290	G2-like
Bradi3g22290.5.p	Bradi3g22290	G2-like
Bradi3g22290.6.p	Bradi3g22290	G2-like
Bradi3g22297.1.p	Bradi3g22297	G2-like
Bradi3g22297.2.p	Bradi3g22297	G2-like
Bradi3g25597.1.p	Bradi3g25597	G2-like
Bradi3g32241.1.p	Bradi3g32241	G2-like
Bradi3g36260.2.p	Bradi3g36260	G2-like
Bradi3g36710.2.p	Bradi3g36710	G2-like
Bradi3g36710.3.p	Bradi3g36710	G2-like
Bradi3g36710.4.p	Bradi3g36710	G2-like
Bradi3g36710.5.p	Bradi3g36710	G2-like
Bradi3g36710.6.p	Bradi3g36710	G2-like
Bradi3g36710.7.p	Bradi3g36710	G2-like
Bradi3g36710.8.p	Bradi3g36710	G2-like
Bradi3g36710.9.p	Bradi3g36710	G2-like
Bradi3g51409.1.p	Bradi3g51409	G2-like
Bradi3g52320.1.p	Bradi3g52320	G2-like
Bradi3g52320.2.p	Bradi3g52320	G2-like
Bradi3g52320.3.p	Bradi3g52320	G2-like
Bradi3g52500.2.p	Bradi3g52500	G2-like
Bradi3g52500.3.p	Bradi3g52500	G2-like
Bradi3g52500.4.p	Bradi3g52500	G2-like
Bradi3g55120.1.p	Bradi3g55120	G2-like
Bradi4g03160.1.p	Bradi4g03160	G2-like
Bradi4g26802.1.p	Bradi4g26802	G2-like
Bradi4g27607.2.p	Bradi4g27607	G2-like
Bradi4g27607.3.p	Bradi4g27607	G2-like
Bradi4g27607.4.p	Bradi4g27607	G2-like
Bradi4g27620.1.p	Bradi4g27620	G2-like
Bradi4g27620.2.p	Bradi4g27620	G2-like
Bradi4g29700.2.p	Bradi4g29700	G2-like
Bradi4g44930.2.p	Bradi4g44930	G2-like
Bradi5g18590.1.p	Bradi5g18590	G2-like
Bradi5g20520.1.p	Bradi5g20520	G2-like
Bradi5g20520.2.p	Bradi5g20520	G2-like
Bradi5g20520.3.p	Bradi5g20520	G2-like
Bradi5g25320.1.p	Bradi5g25320	G2-like
Bradi5g25320.2.p	Bradi5g25320	G2-like
